age,gender,subscription_type,watch_hours,last_login_days,region,device,monthly_fee,churned,payment_method,number_of_profiles,avg_watch_time_per_day,favorite_genre,Cost_Per_Profile,Login_Frequency,Loyalty_Score,Estimated_Tenure_Days,Watch_Intensity
31,Male,Basic,7.69,57,Europe,Desktop,8.99,1,Gift Card,5,0.13,Documentary,1.798,0.0172413793103448,0.13482758620689633,420,0.9997
68,Female,Standard,20.24,16,Asia,Desktop,13.99,0,PayPal,3,1.19,Comedy,4.663333333333333,0.0588235294117647,1.2605882352941176,1530,24.085599999999996
44,Female,Basic,0.65,59,Africa,TV,8.99,1,PayPal,4,0.01,Horror,2.2475,0.0166666666666666,0.010999999999999956,810,0.006500000000000001
29,Other,Premium,4.19,54,South America,Desktop,17.99,1,Credit Card,1,0.08,Sci-Fi,17.99,0.0181818181818181,0.0776363636363633,360,0.33520000000000005
34,Male,Standard,16.36,22,Oceania,Desktop,13.99,0,Gift Card,2,0.71,Romance,6.995,0.0434782608695652,0.742173913043478,510,11.615599999999999
35,Male,Premium,7.93,19,North America,TV,17.99,0,PayPal,5,0.4,Horror,3.598,0.05,0.41650000000000004,540,3.172
49,Male,Premium,6.06,12,Asia,TV,17.99,0,PayPal,5,0.47,Comedy,3.598,0.0769230769230769,0.5023076923076921,960,2.8482
54,Other,Basic,9.44,36,South America,Tablet,8.99,1,Crypto,4,0.26,Comedy,2.2475,0.027027027027027,0.26216216216216187,1110,2.4544
27,Male,Premium,6.31,55,Africa,Tablet,17.99,0,PayPal,4,0.11,Comedy,4.4975,0.0178571428571428,0.11464285714285678,300,0.6940999999999999
44,Male,Standard,15.75,47,Asia,Desktop,13.99,1,Gift Card,4,0.33,Comedy,3.4975,0.0208333333333333,0.33499999999999946,810,5.197500000000001
50,Other,Premium,2.77,49,South America,Mobile,17.99,1,Debit Card,4,0.06,Drama,4.4975,0.02,0.056600000000000004,990,0.1662
49,Other,Basic,3.07,44,South America,Tablet,8.99,1,Crypto,1,0.07,Romance,8.99,0.0222222222222222,0.0697777777777777,960,0.2149
32,Male,Premium,28.92,15,Europe,Tablet,17.99,0,Crypto,4,1.81,Romance,4.4975,0.0625,1.920625,450,52.345200000000006
45,Female,Basic,4.02,5,North America,Tablet,8.99,1,PayPal,1,0.67,Documentary,8.99,0.1666666666666666,0.7816666666666663,840,2.6934
27,Female,Basic,35.36,58,Asia,Desktop,8.99,0,PayPal,4,0.6,Drama,2.2475,0.0169491525423728,0.609491525423726,300,21.215999999999998
43,Other,Basic,13.19,10,Asia,TV,8.99,0,Crypto,5,1.2,Comedy,1.798,0.0909090909090909,1.308181818181818,780,15.828
64,Other,Premium,23.36,52,North America,Mobile,17.99,0,Debit Card,4,0.44,Drama,4.4975,0.0188679245283018,0.44905660377358286,1410,10.2784
58,Other,Premium,15.12,59,Africa,Tablet,17.99,0,Debit Card,5,0.25,Action,3.598,0.0166666666666666,0.25616666666666565,1230,3.78
23,Other,Premium,1.43,30,Europe,TV,17.99,1,Gift Card,5,0.05,Sci-Fi,3.598,0.032258064516129,0.047741935483870915,180,0.0715
21,Male,Basic,0.92,57,Africa,Laptop,8.99,1,Crypto,2,0.02,Action,4.495,0.0172413793103448,0.016206896551724113,120,0.0184
44,Male,Standard,2.0,40,Oceania,Laptop,13.99,1,Gift Card,1,0.05,Action,13.99,0.024390243902439,0.04999999999999995,810,0.1
57,Female,Basic,0.95,58,Asia,TV,8.99,1,Credit Card,5,0.02,Comedy,1.798,0.0169491525423728,0.016440677966101616,1200,0.019
34,Male,Premium,18.98,40,Africa,Tablet,17.99,0,Credit Card,5,0.46,Documentary,3.598,0.024390243902439,0.4741463414634142,510,8.7308
63,Male,Premium,0.3,56,Oceania,Mobile,17.99,1,Crypto,3,0.01,Horror,5.996666666666666,0.0175438596491228,0.005438596491228067,1380,0.003
57,Female,Premium,0.66,59,Oceania,Tablet,17.99,1,PayPal,5,0.01,Comedy,3.598,0.0166666666666666,0.011166666666666623,1200,0.006600000000000001
56,Male,Premium,8.36,58,North America,Mobile,17.99,1,Gift Card,2,0.14,Horror,8.995,0.0169491525423728,0.1440677966101688,1170,1.1704
22,Female,Standard,0.48,24,North America,Desktop,13.99,1,Gift Card,2,0.02,Romance,6.995,0.04,0.02,150,0.0096
63,Female,Standard,15.97,38,South America,Tablet,13.99,1,Gift Card,3,0.41,Drama,4.663333333333333,0.0256410256410256,0.41999999999999926,1380,6.5477
62,Female,Basic,4.82,10,Europe,Laptop,8.99,1,Debit Card,5,0.44,Sci-Fi,1.798,0.0909090909090909,0.4781818181818182,1350,2.1208
63,Other,Premium,21.62,50,Oceania,Desktop,17.99,0,Gift Card,4,0.42,Romance,4.4975,0.0196078431372549,0.43215686274509807,1380,9.080400000000001
21,Other,Premium,0.2,21,Oceania,Mobile,17.99,0,Debit Card,5,0.01,Drama,3.598,0.0454545454545454,0.009545454545454536,120,0.002
52,Male,Standard,22.33,28,South America,Desktop,13.99,0,PayPal,5,0.77,Sci-Fi,2.798,0.0344827586206896,0.7965517241379296,1050,17.1941
33,Female,Premium,18.3,14,Europe,Tablet,17.99,0,Crypto,1,1.22,Sci-Fi,17.99,0.0666666666666666,1.301333333333332,480,22.326
39,Female,Standard,17.05,37,Europe,Desktop,13.99,1,Debit Card,1,0.45,Drama,13.99,0.0263157894736842,0.46052631578947345,660,7.6725
48,Female,Basic,16.75,16,Africa,Laptop,8.99,0,Gift Card,5,0.99,Documentary,1.798,0.0588235294117647,1.0435294117647056,930,16.5825
46,Female,Premium,23.02,59,Asia,Tablet,17.99,0,Crypto,2,0.38,Documentary,8.995,0.0166666666666666,0.3899999999999984,870,8.7476
25,Male,Basic,5.88,0,Europe,Mobile,8.99,0,Credit Card,3,5.88,Drama,2.9966666666666666,1.0,11.76,240,34.5744
57,Other,Basic,2.08,14,North America,Mobile,8.99,1,Credit Card,5,0.14,Action,1.798,0.0666666666666666,0.14799999999999985,1200,0.2912
18,Male,Premium,28.08,11,Oceania,Laptop,17.99,0,Gift Card,2,2.34,Romance,8.995,0.0833333333333333,2.534999999999999,30,65.70719999999999
62,Female,Basic,16.1,54,Africa,TV,8.99,1,PayPal,2,0.29,Documentary,4.495,0.0181818181818181,0.2979999999999987,1350,4.6690000000000005
57,Female,Standard,15.02,5,South America,Tablet,13.99,0,Credit Card,2,2.5,Drama,6.995,0.1666666666666666,2.9199999999999986,1200,37.55
54,Male,Basic,22.85,10,South America,Desktop,8.99,0,Crypto,5,2.08,Drama,1.798,0.0909090909090909,2.266363636363636,1110,47.528000000000006
38,Other,Basic,6.49,34,North America,TV,8.99,1,Debit Card,2,0.19,Horror,4.495,0.0285714285714285,0.1908571428571424,630,1.2331
68,Male,Basic,19.16,24,North America,TV,8.99,0,Debit Card,4,0.77,Comedy,2.2475,0.04,0.7972,1530,14.7532
36,Female,Premium,14.18,6,Oceania,Tablet,17.99,0,Gift Card,2,2.03,Sci-Fi,8.995,0.1428571428571428,2.315714285714285,570,28.785399999999996
38,Male,Basic,8.32,22,Asia,Laptop,8.99,1,Debit Card,1,0.36,Documentary,8.99,0.0434782608695652,0.3773913043478259,630,2.9952
40,Other,Premium,9.64,34,North America,Tablet,17.99,1,Credit Card,1,0.28,Action,17.99,0.0285714285714285,0.28342857142857075,690,2.6992000000000003
54,Other,Standard,3.22,12,Africa,Laptop,13.99,1,Credit Card,1,0.25,Drama,13.99,0.0769230769230769,0.2669230769230769,1110,0.805
59,Male,Basic,14.96,8,Asia,Laptop,8.99,0,Credit Card,2,1.66,Romance,4.495,0.1111111111111111,1.8466666666666667,1260,24.8336
46,Other,Basic,6.99,34,Asia,Laptop,8.99,1,Crypto,2,0.2,Horror,4.495,0.0285714285714285,0.20542857142857093,870,1.3980000000000001
65,Male,Premium,13.83,9,South America,Tablet,17.99,0,Credit Card,3,1.38,Documentary,5.996666666666666,0.1,1.5210000000000001,1440,19.0854
35,Female,Standard,13.03,0,Africa,Desktop,13.99,0,PayPal,5,13.03,Sci-Fi,2.798,1.0,26.06,540,169.78089999999997
22,Other,Standard,5.32,16,Asia,Laptop,13.99,0,Credit Card,3,0.31,Comedy,4.663333333333333,0.0588235294117647,0.33117647058823524,150,1.6492
53,Female,Basic,20.16,1,North America,Tablet,8.99,0,Debit Card,5,10.08,Documentary,1.798,0.5,15.120000000000001,1080,203.21280000000002
18,Other,Premium,25.3,51,North America,TV,17.99,0,Crypto,3,0.49,Horror,5.996666666666666,0.0192307692307692,0.4959615384615377,30,12.397
22,Female,Basic,16.66,18,South America,Mobile,8.99,0,PayPal,1,0.88,Comedy,8.99,0.0526315789473684,0.9231578947368416,150,14.6608
18,Male,Standard,1.68,19,South America,Laptop,13.99,1,Crypto,4,0.08,Sci-Fi,3.4975,0.05,0.08800000000000001,30,0.1344
53,Other,Basic,8.33,4,Asia,Tablet,8.99,0,Crypto,2,1.67,Romance,4.495,0.2,2.0,1080,13.9111
47,Female,Premium,3.51,50,Oceania,Mobile,17.99,1,Crypto,1,0.07,Romance,17.99,0.0196078431372549,0.07019607843137254,900,0.2457
69,Female,Basic,6.16,1,South America,Tablet,8.99,0,Crypto,1,3.08,Horror,8.99,0.5,4.62,1560,18.9728
42,Female,Standard,13.17,50,Africa,Mobile,13.99,0,PayPal,4,0.26,Documentary,3.4975,0.0196078431372549,0.2633333333333333,750,3.4242
41,Other,Premium,1.65,9,Europe,Tablet,17.99,1,PayPal,2,0.16,Comedy,8.995,0.1,0.181,720,0.264
19,Male,Premium,0.17,9,South America,Desktop,17.99,0,Debit Card,4,0.02,Horror,4.4975,0.1,0.019000000000000003,60,0.0034000000000000002
45,Other,Basic,11.74,17,Oceania,Tablet,8.99,0,Debit Card,4,0.65,Documentary,2.2475,0.0555555555555555,0.6883333333333327,840,7.631
41,Female,Premium,13.2,29,Africa,Laptop,17.99,0,Crypto,3,0.44,Horror,5.996666666666666,0.0333333333333333,0.45466666666666616,720,5.808
25,Female,Premium,36.4,28,Europe,Mobile,17.99,0,Crypto,5,1.26,Drama,3.598,0.0344827586206896,1.2986206896551702,240,45.864
23,Female,Standard,51.87,25,Asia,Desktop,13.99,0,Crypto,2,1.99,Action,6.995,0.0384615384615384,2.0715384615384584,180,103.2213
21,Female,Standard,14.17,60,North America,TV,13.99,1,Gift Card,5,0.23,Documentary,2.798,0.0163934426229508,0.23606557377049153,120,3.2591
29,Female,Basic,0.39,45,Africa,TV,8.99,1,Debit Card,5,0.01,Comedy,1.798,0.0217391304347826,0.00869565217391304,360,0.0039000000000000003
34,Female,Standard,5.67,20,South America,Mobile,13.99,0,Crypto,4,0.27,Sci-Fi,3.4975,0.0476190476190476,0.28285714285714275,510,1.5309000000000001
36,Other,Standard,14.25,22,Oceania,Mobile,13.99,0,PayPal,5,0.62,Horror,2.798,0.0434782608695652,0.6465217391304345,570,8.834999999999999
35,Other,Premium,28.04,59,Oceania,Mobile,17.99,0,Crypto,2,0.47,Horror,8.995,0.0166666666666666,0.47516666666666474,540,13.178799999999999
31,Male,Standard,6.11,17,Europe,Mobile,13.99,0,Credit Card,5,0.34,Sci-Fi,2.798,0.0555555555555555,0.35833333333333295,420,2.0774000000000004
57,Male,Premium,6.13,3,Asia,Desktop,17.99,0,PayPal,3,1.53,Sci-Fi,5.996666666666666,0.25,1.915,1200,9.3789
46,Other,Basic,3.39,5,North America,Tablet,8.99,0,Debit Card,4,0.57,Horror,2.2475,0.1666666666666666,0.6599999999999997,870,1.9323
26,Female,Standard,5.67,36,South America,TV,13.99,0,PayPal,5,0.15,Sci-Fi,2.798,0.027027027027027,0.15729729729729716,270,0.8504999999999999
30,Other,Basic,0.28,56,Africa,Mobile,8.99,1,PayPal,2,0.0,Horror,4.495,0.0175438596491228,0.004912280701754384,390,0.0
57,Female,Premium,6.49,23,Oceania,Laptop,17.99,0,Gift Card,1,0.27,Romance,17.99,0.0416666666666666,0.28166666666666623,1200,1.7523000000000002
24,Male,Basic,3.55,59,Asia,Laptop,8.99,1,PayPal,3,0.06,Drama,2.9966666666666666,0.0166666666666666,0.060166666666666424,210,0.213
20,Female,Basic,14.05,7,Africa,Mobile,8.99,0,Credit Card,3,1.76,Action,2.9966666666666666,0.125,1.97625,90,24.728
22,Female,Premium,1.03,44,Africa,TV,17.99,1,Debit Card,2,0.02,Drama,8.995,0.0222222222222222,0.02333333333333331,150,0.0206
62,Female,Basic,3.62,34,Africa,Mobile,8.99,1,PayPal,3,0.1,Drama,2.9966666666666666,0.0285714285714285,0.10628571428571403,1350,0.36200000000000004
56,Female,Basic,2.54,39,North America,Desktop,8.99,1,PayPal,5,0.06,Sci-Fi,1.798,0.025,0.065,1170,0.1524
22,Other,Basic,2.59,2,Africa,TV,8.99,1,Gift Card,1,0.86,Documentary,8.99,0.3333333333333333,1.15,150,2.2274
43,Other,Basic,8.05,13,North America,Desktop,8.99,0,PayPal,5,0.58,Horror,1.798,0.0714285714285714,0.6164285714285712,780,4.6690000000000005
46,Other,Standard,16.95,32,Oceania,Laptop,13.99,0,Debit Card,2,0.51,Drama,6.995,0.0303030303030303,0.5290909090909091,870,8.644499999999999
38,Male,Standard,2.76,30,North America,Desktop,13.99,1,Gift Card,4,0.09,Drama,3.4975,0.032258064516129,0.09193548387096763,630,0.24839999999999998
36,Other,Premium,13.25,19,North America,Tablet,17.99,0,Gift Card,1,0.66,Romance,17.99,0.05,0.6955,570,8.745000000000001
41,Male,Standard,14.82,33,Europe,Laptop,13.99,1,Debit Card,2,0.44,Romance,6.995,0.0294117647058823,0.4488235294117639,720,6.5208
39,Other,Basic,2.52,52,Oceania,Desktop,8.99,1,PayPal,2,0.05,Romance,4.495,0.0188679245283018,0.04849056603773562,660,0.126
31,Male,Basic,9.71,16,North America,TV,8.99,0,Crypto,3,0.57,Sci-Fi,2.9966666666666666,0.0588235294117647,0.6047058823529412,420,5.5347
29,Female,Premium,5.29,8,Oceania,Tablet,17.99,0,Debit Card,3,0.59,Horror,5.996666666666666,0.1111111111111111,0.6533333333333333,360,3.1210999999999998
33,Female,Basic,9.81,39,North America,Tablet,8.99,1,Gift Card,3,0.25,Sci-Fi,2.9966666666666666,0.025,0.2515,480,2.4525
30,Other,Standard,5.21,11,Oceania,Tablet,13.99,0,PayPal,3,0.43,Romance,4.663333333333333,0.0833333333333333,0.4699999999999998,390,2.2403
51,Other,Basic,6.7,58,Oceania,Tablet,8.99,1,Gift Card,4,0.11,Horror,2.2475,0.0169491525423728,0.11542372881355879,1020,0.737
40,Female,Standard,7.88,9,Oceania,Mobile,13.99,0,Crypto,2,0.79,Sci-Fi,6.995,0.1,0.867,690,6.2252
36,Other,Premium,41.02,47,Europe,TV,17.99,0,Debit Card,3,0.85,Drama,5.996666666666666,0.0208333333333333,0.8722916666666654,570,34.867000000000004
65,Male,Basic,46.29,39,North America,Tablet,8.99,0,PayPal,5,1.16,Drama,1.798,0.025,1.18625,1440,53.6964
58,Female,Premium,59.99,11,North America,Desktop,17.99,0,Credit Card,2,5.0,Comedy,8.995,0.0833333333333333,5.415833333333332,1230,299.95
43,Male,Basic,1.18,31,Asia,Desktop,8.99,1,Debit Card,1,0.04,Action,8.99,0.03125,0.038125,780,0.0472
70,Other,Basic,8.26,2,Asia,TV,8.99,0,Debit Card,4,2.75,Comedy,2.2475,0.3333333333333333,3.67,1590,22.715
49,Male,Standard,20.37,30,Europe,Mobile,13.99,0,Crypto,1,0.66,Drama,13.99,0.032258064516129,0.6783870967741928,960,13.444200000000002
30,Other,Standard,3.36,2,Oceania,Laptop,13.99,0,Crypto,2,1.12,Sci-Fi,6.995,0.3333333333333333,1.4933333333333334,390,3.7632000000000003
43,Male,Basic,17.66,7,Asia,Laptop,8.99,0,Crypto,1,2.21,Horror,8.99,0.125,2.48375,780,39.0286
47,Male,Basic,0.83,42,North America,TV,8.99,1,Credit Card,2,0.02,Horror,4.495,0.0232558139534883,0.019767441860465054,900,0.0166
47,Male,Premium,25.17,1,Africa,Desktop,17.99,0,Crypto,5,12.59,Sci-Fi,3.598,0.5,18.880000000000003,900,316.8903
51,Female,Standard,6.79,3,Asia,Tablet,13.99,0,Gift Card,4,1.7,Action,3.4975,0.25,2.1225,1020,11.543
38,Male,Premium,11.56,38,North America,Mobile,17.99,1,Gift Card,4,0.3,Romance,4.4975,0.0256410256410256,0.30410256410256364,630,3.468
48,Other,Basic,60.85,10,Africa,Desktop,8.99,0,Debit Card,5,5.53,Horror,1.798,0.0909090909090909,6.034545454545453,930,336.50050000000005
28,Male,Standard,5.29,18,Europe,Desktop,13.99,0,Debit Card,1,0.28,Horror,13.99,0.0526315789473684,0.293157894736842,330,1.4812
32,Female,Standard,1.7,45,Africa,Mobile,13.99,1,Gift Card,5,0.04,Comedy,2.798,0.0217391304347826,0.037826086956521725,450,0.068
57,Other,Premium,27.17,41,South America,TV,17.99,0,PayPal,4,0.65,Sci-Fi,4.4975,0.0238095238095238,0.6623809523809522,1200,17.660500000000003
44,Male,Standard,8.03,57,South America,TV,13.99,1,Crypto,5,0.14,Horror,2.798,0.0172413793103448,0.140862068965517,810,1.1242
18,Other,Standard,5.41,20,Africa,Tablet,13.99,0,Crypto,3,0.26,Action,4.663333333333333,0.0476190476190476,0.2699999999999999,30,1.4066
18,Male,Basic,10.17,46,Europe,Mobile,8.99,1,Debit Card,1,0.22,Drama,8.99,0.0212765957446808,0.22106382978723352,30,2.2374
21,Female,Standard,16.74,39,Oceania,Laptop,13.99,1,Gift Card,3,0.42,Action,4.663333333333333,0.025,0.42900000000000005,120,7.030799999999999
29,Female,Premium,1.38,4,Europe,Laptop,17.99,1,Gift Card,3,0.28,Sci-Fi,5.996666666666666,0.2,0.332,360,0.3864
63,Female,Premium,21.06,17,Africa,Desktop,17.99,0,Crypto,1,1.17,Comedy,17.99,0.0555555555555555,1.2349999999999985,1380,24.640199999999997
64,Female,Basic,11.77,9,Africa,Mobile,8.99,0,Crypto,2,1.18,Action,4.495,0.1,1.295,1410,13.888599999999999
21,Female,Premium,20.56,0,Africa,Laptop,17.99,0,Crypto,5,20.56,Documentary,3.598,1.0,41.12,120,422.71359999999993
50,Other,Basic,6.36,57,Europe,Mobile,8.99,1,Debit Card,5,0.11,Documentary,1.798,0.0172413793103448,0.11155172413793087,990,0.6996
23,Female,Standard,12.14,9,North America,TV,13.99,0,Crypto,3,1.21,Romance,4.663333333333333,0.1,1.3350000000000002,180,14.689400000000001
65,Female,Standard,15.97,2,Africa,TV,13.99,0,Crypto,1,5.32,Drama,13.99,0.3333333333333333,7.096666666666666,1440,84.9604
49,Male,Standard,3.75,0,North America,Tablet,13.99,0,Credit Card,4,3.75,Horror,3.4975,1.0,7.5,960,14.0625
29,Female,Standard,0.24,23,Oceania,TV,13.99,1,Credit Card,2,0.01,Documentary,6.995,0.0416666666666666,0.01041666666666665,360,0.0024
55,Female,Basic,18.98,34,South America,Desktop,8.99,0,PayPal,5,0.54,Documentary,1.798,0.0285714285714285,0.5577142857142844,1140,10.2492
63,Male,Premium,2.96,25,North America,Desktop,17.99,0,Debit Card,4,0.11,Action,4.4975,0.0384615384615384,0.11807692307692289,1380,0.3256
66,Other,Premium,1.4,23,Asia,Laptop,17.99,1,Gift Card,2,0.06,Documentary,8.995,0.0416666666666666,0.06083333333333324,1470,0.08399999999999999
24,Other,Basic,3.05,54,Oceania,Desktop,8.99,1,Gift Card,3,0.06,Drama,2.9966666666666666,0.0181818181818181,0.056545454545454295,210,0.183
22,Male,Basic,5.15,25,Africa,Laptop,8.99,0,Crypto,4,0.2,Documentary,2.2475,0.0384615384615384,0.20576923076923045,150,1.03
34,Male,Premium,26.14,15,Oceania,Mobile,17.99,0,Debit Card,3,1.63,Romance,5.996666666666666,0.0625,1.735625,510,42.6082
64,Other,Premium,8.46,20,Asia,Laptop,17.99,0,Debit Card,4,0.4,Romance,4.4975,0.0476190476190476,0.42190476190476184,1410,3.3840000000000003
67,Female,Basic,3.68,34,North America,Tablet,8.99,1,PayPal,1,0.11,Sci-Fi,8.99,0.0285714285714285,0.10828571428571403,1500,0.4048
38,Male,Standard,6.77,49,Europe,Mobile,13.99,1,Gift Card,3,0.14,Romance,4.663333333333333,0.02,0.1382,630,0.9478
57,Female,Basic,1.24,52,Europe,Desktop,8.99,1,Credit Card,4,0.02,Sci-Fi,2.2475,0.0188679245283018,0.023773584905660266,1200,0.0248
31,Male,Basic,1.04,46,South America,TV,8.99,1,PayPal,1,0.02,Romance,8.99,0.0212765957446808,0.02255319148936165,420,0.020800000000000003
43,Male,Basic,1.63,0,Oceania,Mobile,8.99,0,Credit Card,3,1.63,Documentary,2.9966666666666666,1.0,3.26,780,2.6569
69,Other,Premium,3.66,53,Oceania,TV,17.99,1,Crypto,4,0.07,Sci-Fi,4.4975,0.0185185185185185,0.06907407407407401,1560,0.25620000000000004
55,Male,Basic,9.28,42,Asia,Laptop,8.99,1,PayPal,2,0.22,Horror,4.495,0.0232558139534883,0.22093023255813884,1140,2.0416
43,Other,Standard,77.57,6,South America,Mobile,13.99,0,Credit Card,4,11.08,Comedy,3.4975,0.1428571428571428,12.664285714285707,780,859.4756
46,Female,Premium,3.16,5,Asia,TV,17.99,0,Debit Card,5,0.53,Action,3.598,0.1666666666666666,0.6149999999999999,870,1.6748
60,Female,Premium,9.31,2,Europe,Desktop,17.99,0,PayPal,5,3.1,Horror,3.598,0.3333333333333333,4.136666666666667,1290,28.861
32,Male,Premium,24.08,37,Oceania,Tablet,17.99,0,Debit Card,3,0.63,Action,5.996666666666666,0.0263157894736842,0.6502631578947364,450,15.170399999999999
42,Other,Basic,12.95,41,Oceania,Desktop,8.99,1,Gift Card,1,0.31,Comedy,8.99,0.0238095238095238,0.3157142857142856,750,4.0145
32,Female,Standard,9.8,5,North America,Tablet,13.99,0,Credit Card,3,1.63,Drama,4.663333333333333,0.1666666666666666,1.9049999999999991,450,15.974
35,Male,Standard,23.05,14,Africa,Laptop,13.99,0,Debit Card,4,1.54,Documentary,3.4975,0.0666666666666666,1.6393333333333315,540,35.497
60,Other,Basic,12.11,33,Oceania,Desktop,8.99,1,Crypto,4,0.36,Comedy,2.2475,0.0294117647058823,0.36676470588235227,1290,4.3595999999999995
68,Female,Standard,2.58,37,South America,Tablet,13.99,1,Debit Card,3,0.07,Sci-Fi,4.663333333333333,0.0263157894736842,0.06973684210526312,1530,0.1806
43,Male,Standard,16.48,17,North America,Tablet,13.99,0,Gift Card,3,0.92,Comedy,4.663333333333333,0.0555555555555555,0.9666666666666658,780,15.161600000000002
64,Male,Standard,10.46,51,South America,Laptop,13.99,1,Credit Card,2,0.2,Comedy,6.995,0.0192307692307692,0.20499999999999968,1410,2.092
56,Female,Basic,2.15,12,South America,Laptop,8.99,1,PayPal,5,0.17,Drama,1.798,0.0769230769230769,0.1784615384615384,1170,0.3655
56,Other,Premium,19.25,28,North America,Laptop,17.99,0,Credit Card,5,0.66,Action,3.598,0.0344827586206896,0.68655172413793,1170,12.705
57,Other,Premium,8.62,40,Africa,Desktop,17.99,1,PayPal,2,0.21,Romance,8.995,0.024390243902439,0.2153658536585364,1200,1.8101999999999998
38,Other,Standard,10.23,18,Africa,TV,13.99,0,PayPal,5,0.54,Documentary,2.798,0.0526315789473684,0.5668421052631576,630,5.5242
35,Other,Premium,21.23,9,Asia,TV,17.99,0,PayPal,5,2.12,Horror,3.598,0.1,2.3350000000000004,540,45.007600000000004
35,Male,Basic,16.65,46,Asia,TV,8.99,1,Crypto,3,0.35,Romance,2.9966666666666666,0.0212765957446808,0.36170212765957355,540,5.827499999999999
58,Other,Standard,6.62,25,Africa,TV,13.99,0,Debit Card,2,0.25,Drama,6.995,0.0384615384615384,0.2642307692307688,1230,1.655
38,Male,Basic,6.67,39,North America,Laptop,8.99,1,Gift Card,3,0.17,Drama,2.9966666666666666,0.025,0.171,630,1.1339000000000001
69,Male,Standard,4.86,27,North America,Desktop,13.99,1,Gift Card,3,0.17,Horror,4.663333333333333,0.0357142857142857,0.17964285714285708,1560,0.8262000000000002
47,Male,Basic,19.26,57,Europe,TV,8.99,1,PayPal,2,0.33,Action,4.495,0.0172413793103448,0.3377586206896546,900,6.355800000000001
49,Male,Premium,7.9,20,Europe,Mobile,17.99,0,Crypto,2,0.38,Horror,8.995,0.0476190476190476,0.3942857142857142,960,3.0020000000000002
26,Female,Standard,8.88,42,Africa,Desktop,13.99,1,Debit Card,1,0.21,Documentary,13.99,0.0232558139534883,0.21139534883720867,270,1.8648
28,Female,Premium,25.32,6,South America,Laptop,17.99,0,Gift Card,1,3.62,Action,17.99,0.1428571428571428,4.134285714285713,330,91.6584
36,Female,Standard,12.08,60,Europe,Mobile,13.99,1,PayPal,2,0.2,Comedy,6.995,0.0163934426229508,0.20131147540983582,570,2.4160000000000004
28,Male,Premium,2.01,35,Europe,Tablet,17.99,1,Gift Card,2,0.06,Documentary,8.995,0.0277777777777777,0.057499999999999836,330,0.12059999999999998
